name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
southampton,2017-02-28,7.4,0.8,4.7,3.1,-2.8,0.5,1.8,82.06,2.61,,8.33,,,0,68.4,37.4,257.4,990,45.4,25.5,,,0,,2017-02-28T06:51:51,2017-02-28T17:45:12,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-01,7.6,4.9,6.3,5.3,0.3,3.2,4.1,85.79,1,,8.33,,,0,74.2,43.5,228.6,999.5,63.8,17.1,,,0,,2017-03-01T06:49:44,2017-03-01T17:46:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-02,10.2,5.2,7.2,10.2,-0.1,3.6,1.3,67.34,1.77,,12.5,,,,72.4,41.8,240.8,1009.9,46.7,21.6,,,0,,2017-03-02T06:47:37,2017-03-02T17:48:39,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-03,10.6,6.6,8.2,10.6,2.9,5.9,6.9,91.63,11.85,,16.67,,,0,,22.5,153.6,997.4,74,13.1,,,0,,2017-03-03T06:45:29,2017-03-03T17:50:22,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-04,10.3,5.5,7.5,10.3,2.4,4.9,5,84.66,9.61,,12.5,,,,57.6,26.5,216.8,989.6,54.9,22.7,,,0,,2017-03-04T06:43:21,2017-03-04T17:52:05,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-05,9.5,5.5,7.1,5.4,1.3,2.8,4,81.02,9.71,,12.5,,,,74.4,42.7,239.7,992.3,56.4,20.8,,,0,,2017-03-05T06:41:11,2017-03-05T17:53:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-06,8.3,2.6,5.9,5.4,0.8,3,3.1,82.95,0.5,,8.33,,,0,56.3,26.3,257.6,1005.8,55.9,20.4,,,0,,2017-03-06T06:39:02,2017-03-06T17:55:29,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-07,9.5,3,6.5,8.1,0.1,3.8,2.6,77.45,0.4,,8.33,,,,51.8,24.8,243.8,1017.1,61.4,23.6,,,0,,2017-03-07T06:36:51,2017-03-07T17:57:11,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-08,12.3,8.1,10.4,12.3,5.1,9.6,9.7,95.7,3.21,,8.33,,,0,57.6,24.6,242.1,1013.5,76.2,12.6,,,0,,2017-03-08T06:34:40,2017-03-08T17:58:53,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"386,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-09,14.8,6.8,11.3,14.8,6.8,11.2,8.2,82.47,0.86,,8.33,,,,48.2,23,255.8,1021.3,59.2,23.1,,,0,,2017-03-09T06:32:29,2017-03-09T18:00:34,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2017-03-10,10.7,6.7,9.1,10.7,5.9,7.9,8.4,95.87,0.4,,8.33,,,,,14.3,132.4,1024.5,73.4,7.5,,,0,,2017-03-10T06:30:17,2017-03-10T18:02:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
