name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
southampton,2018-01-11,6.6,1.1,4.1,4.4,-1.1,1.7,3.3,94.67,0.4,,8.33,,,,,13,240.3,1018.1,72.3,5,,,0,,2018-01-11T08:04:57,2018-01-11T16:22:28,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-12,7.7,4.2,5.7,5.7,2,3.6,4.4,91.48,0.8,,4.17,,,,37.1,23,148,1025.1,79.3,7.4,,,0,,2018-01-12T08:04:19,2018-01-12T16:23:54,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-13,7.3,5.3,6.2,3.7,1.8,2.5,3.5,82.73,0,,0,,,,,25.4,130.5,1018.5,80.1,13.5,,,0,,2018-01-13T08:03:38,2018-01-13T16:25:21,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-14,5.8,3.9,4.8,4.7,0.7,2.5,1.5,78.97,0,,0,,,,,15.8,103.9,1017.7,84,10.8,,,0,,2018-01-14T08:02:54,2018-01-14T16:26:50,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-15,10.8,6.3,8.4,10.8,2.7,5.3,6.5,87.78,10.13,,8.33,,,,67.6,38.5,240.3,1000.4,59.3,16.3,,,0,,2018-01-15T08:02:07,2018-01-15T16:28:21,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-16,6.9,2.5,5.1,2.8,-2.9,0.5,2.2,81.31,3.69,,16.67,,,,68.4,32.1,266,997.5,52.5,24.4,,,0,,2018-01-16T08:01:17,2018-01-16T16:29:53,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-17,7.8,2.6,5.2,3.1,-3.1,0.3,0.7,72.92,0.85,,4.17,,,,66.2,38.6,262.9,1006.8,34.3,22,,,0,,2018-01-17T08:00:24,2018-01-17T16:31:27,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-18,11,3.4,7.4,11,-0.9,3.7,3.7,77.63,3.78,,8.33,,,,90.9,59.6,269,1002.6,31.7,24.2,,,0,,2018-01-18T07:59:28,2018-01-18T16:33:02,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-19,6.7,0.6,3.6,2.7,-3.4,-0.5,0.8,82.12,1,,8.33,,,,57.6,27.5,256.8,1010.3,16.9,27.3,,,0,,2018-01-19T07:58:30,2018-01-19T16:34:38,0.03,Rain,Clear conditions throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-20,8.1,2.9,5.5,6,0.1,2.9,4.6,94.13,2.02,,8.33,,,,48.2,17.2,233.8,1003.1,75.3,12.6,,,0,,2018-01-20T07:57:29,2018-01-20T16:36:16,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-21,10.8,2.3,5.9,10.8,-0.7,4.1,5.3,96.05,13.74,,16.67,,,,53.6,28.7,183.3,1011.5,78.5,9.2,,,0,,2018-01-21T07:56:26,2018-01-21T16:37:55,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-22,10,7.6,8.6,7.8,5.3,6.3,6,83.76,2.21,,8.33,,,,48.2,25.9,275.9,1013.3,74.6,17.6,,,0,,2018-01-22T07:55:20,2018-01-22T16:39:34,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-23,11.7,7.7,10.2,11.7,5.4,9.2,9.1,93.27,1.18,,8.33,,,,53.6,32.1,223.8,1016.3,77.6,14.4,,,0,,2018-01-23T07:54:11,2018-01-23T16:41:15,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-24,11.9,6.6,9.5,11.9,2.8,7.7,8.2,91.66,11.87,,16.67,,,,79.4,46.5,227.7,1008.3,70.8,11.3,,,0,,2018-01-24T07:53:00,2018-01-24T16:42:56,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-25,9.6,4.6,7.1,6.4,1.9,4.1,4.2,82.26,2.26,,16.67,,,,64.8,26.5,224.7,1008.3,25.4,19.2,,,0,,2018-01-25T07:51:47,2018-01-25T16:44:39,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-26,7.7,1.3,4.6,5.3,-0.6,2.6,2.7,87.9,0.78,,8.33,,,,,14.2,279.7,1019.3,52.9,15.6,,,0,,2018-01-26T07:50:31,2018-01-26T16:46:22,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-27,10.6,2,7,10.6,-0.4,5.1,6.1,94.47,3.34,,8.33,,,,51.8,28.3,230,1027,71.4,10,,,0,,2018-01-27T07:49:13,2018-01-27T16:48:06,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-28,11.6,9.1,10.3,11.6,6.3,9.3,9,91.48,3.17,,12.5,,,,55.4,28.2,255.4,1031.8,73,20.3,,,0,,2018-01-28T07:47:53,2018-01-28T16:49:50,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"387,209,999,903,746,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-29,11.1,3,8.8,11.1,0.5,6.8,6.8,87.17,0.48,,4.17,,,,59,33.4,265.1,1029.4,57,24.5,,,0,,2018-01-29T07:46:30,2018-01-29T16:51:35,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-30,9.8,-0.9,4.3,6.5,-3.1,2.3,2.9,91.16,0.4,,8.33,,,0,55,28.8,178,1026.8,35.1,12.1,,,0,,2018-01-30T07:45:06,2018-01-30T16:53:20,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-01-31,9.8,3.1,6.6,6.2,-1.6,2.4,3.7,81.57,2.01,,8.33,,,,62.8,34.1,259,1007.3,43.2,24.3,,,0,,2018-01-31T07:43:39,2018-01-31T16:55:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-01,7.4,2.4,4.6,3.6,-1.7,0.6,0.6,75.93,0,,0,,,,60.8,25.6,294.5,1005.2,34.1,28,,,0,,2018-02-01T07:42:10,2018-02-01T16:56:53,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-02,7.8,1.8,4.2,4.5,-2.4,1.2,0.3,76.33,0,,0,,,,46.4,24.1,304,1012.3,46.4,23.7,,,0,,2018-02-02T07:40:39,2018-02-02T16:58:39,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-03,5.8,3.1,4.2,4.3,-0.4,2.2,3,92.4,4.45,,8.33,,,,,14.7,123,1007.7,74.7,13.7,,,0,,2018-02-03T07:39:06,2018-02-03T17:00:26,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-04,5.3,1.1,3.2,0.9,-3.4,-1.1,-0.6,76.32,0.26,,4.17,,,,50,28.8,34.3,1023.4,48.5,27.4,,,0,,2018-02-04T07:37:32,2018-02-04T17:02:13,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-05,4,-0.5,1.3,-0.2,-5.2,-2.9,-1.6,81.53,0.2,,4.17,,,,,22.9,28.8,1025.7,29.5,23.1,,,0,,2018-02-05T07:35:55,2018-02-05T17:04:00,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-06,3,-1.1,0.7,-0.7,-5.5,-3,-2.9,77.44,0,,0,,,,,18.8,235,1018.3,46.8,17.2,,,0,,2018-02-06T07:34:17,2018-02-06T17:05:48,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-07,4.7,-0.7,1.4,1.6,-5.5,-2.1,-3.6,70.33,0.2,,4.17,,,0,38.9,18.8,287.5,1021,41.6,27.9,,,0,,2018-02-07T07:32:37,2018-02-07T17:07:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-08,7,-1.6,3.4,3.6,-3.9,0.6,1,83.93,0.2,,4.17,,,,50.1,28.1,226.6,1018.1,67.6,19.9,,,0,,2018-02-08T07:30:56,2018-02-08T17:09:23,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-09,6.9,0.4,4.4,2.9,-3,-0.2,0.7,77.94,7.24,,12.5,,,,62,32.8,279,1012,41.6,24.6,,,0,,2018-02-09T07:29:12,2018-02-09T17:11:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-10,9.8,-1.4,4.8,6.3,-3.8,1.6,3.6,92.49,4.52,,8.33,,,,56.6,31.7,204.4,1011.9,64.6,13.9,,,0,,2018-02-10T07:27:27,2018-02-10T17:12:58,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-11,10,1,4.7,6,-3.4,0,-0.2,70.68,1.69,,8.33,,,,66.6,38.4,281.3,1006.3,19.4,28.5,,,0,,2018-02-11T07:25:41,2018-02-11T17:14:46,0.92,Rain,Clear conditions throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-12,6.8,-1,2.9,3,-5,-1,-1.1,76.07,0,,0,,,,57.6,25.3,256.5,1015,15.4,28.3,,,0,,2018-02-12T07:23:53,2018-02-12T17:16:33,0.95,Clear,Clear conditions throughout the day.,clear-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-13,5.7,0.8,4.3,1,-3.2,-0.6,1.5,82.13,7.98,,8.33,,,,66.2,38.8,233.8,1001.8,50.1,20.7,,,0,,2018-02-13T07:22:04,2018-02-13T17:18:21,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-14,8.9,-1.8,3.7,6.2,-3.9,0,2.2,90.37,7.62,,8.33,,,,55.3,35,166.6,1004.3,67.9,11.7,,,0,,2018-02-14T07:20:13,2018-02-14T17:20:08,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-15,9.2,3.4,7,6.3,-0.5,3.9,3.4,79.23,4.17,,12.5,,,,50,27.5,258.5,1010.9,40,18.3,,,0,,2018-02-15T07:18:21,2018-02-15T17:21:55,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-16,9.1,0.2,4.4,8,-1.6,2.3,1.5,82.45,0.2,,4.17,,,,,15.2,205.6,1024.2,29.7,19.7,,,0,,2018-02-16T07:16:28,2018-02-16T17:23:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-17,8.8,0.4,4.8,6.9,-1.4,3.2,2.9,88.3,0,,0,,,,,12.3,117,1022.2,50.8,13.9,,,0,,2018-02-17T07:14:33,2018-02-17T17:25:29,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-18,7.8,4.3,6.3,6.6,2.8,4.4,5.4,94.11,1.02,,8.33,,,,,16.3,137.1,1021.3,73.1,12.9,,,0,,2018-02-18T07:12:37,2018-02-18T17:27:15,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-19,11.1,6.5,8.7,11.1,6.1,8,7.8,94.36,1.58,,12.5,,,,,16,278.3,1017.8,78.5,8.9,,,0,,2018-02-19T07:10:40,2018-02-19T17:29:02,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-20,9.5,6.9,8.4,7,3.5,5.4,3.7,73.03,0.2,,4.17,,,,55.1,30.1,295,1021.2,67.7,25.5,,,0,,2018-02-20T07:08:42,2018-02-20T17:30:48,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-21,7.3,1.5,4.7,4.6,-1.3,1.8,1.1,78.47,0,,0,,,,,18,37,1026.3,47.2,10.7,,,0,,2018-02-21T07:06:43,2018-02-21T17:32:34,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-22,5.6,-0.1,2.6,1.9,-4.5,-1.1,-1.7,74.71,0,,0,,,,,21.3,57,1023.2,32.2,11.6,,,0,,2018-02-22T07:04:43,2018-02-22T17:34:19,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-23,5.2,-1.5,1.2,0.7,-6.1,-3.4,-3.3,72.99,0,,0,,,,64.8,28.9,69.8,1020.1,15.5,11.9,,,0,,2018-02-23T07:02:42,2018-02-23T17:36:05,0.26,Clear,Clear conditions throughout the day.,clear-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-24,6,-2.2,1.4,1.6,-6.8,-3.4,-3.9,69.07,0,,0,,,,53.6,27,64.5,1020.2,2.6,13.1,,,0,,2018-02-24T07:00:40,2018-02-24T17:37:50,0.32,Clear,Clear conditions throughout the day.,clear-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-25,5.2,-1.4,1.3,0.6,-6.9,-3.8,-5.5,62.42,0,,0,,,,61.2,28.8,70,1026.1,0.6,23.2,,,0,,2018-02-25T06:58:36,2018-02-25T17:39:34,0.37,Clear,Clear conditions throughout the day.,clear-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-26,1.1,-2.7,-0.8,-4.5,-8.1,-6.3,-6.9,64.04,0,,0,,,,64.8,27.6,57.1,1029.5,49.7,28.1,,,0,,2018-02-26T06:56:33,2018-02-26T17:41:19,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-27,0.6,-5,-2.4,-4.7,-9.9,-7.7,-6.4,75.09,0.2,,4.17,,,,48.2,23,38.9,1023.8,40,24.5,,,0,,2018-02-27T06:54:28,2018-02-27T17:43:03,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,snow,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-02-28,-0.8,-5.5,-3.6,-8.1,-12.2,-10.4,-8.8,69.38,0,,0,,,1,68.4,38.7,62.1,1014.3,34.7,16.3,,,0,,2018-02-28T06:52:22,2018-02-28T17:44:47,0.48,Partially cloudy,Partly cloudy throughout the day.,wind,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-01,-1.1,-4.6,-3.4,-8.8,-12.5,-11.2,-5.8,83.47,10,,4.17,,,9.15,61.4,39,67.4,998.2,75.7,4.3,,,0,,2018-03-01T06:50:16,2018-03-01T17:46:31,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with morning rain.,snow,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-02,0.8,-1.2,-0.8,-4.7,-8.5,-7.5,-2.8,86.13,3,,8.33,,,8.18,61.2,37.2,73.8,989.5,75.5,5.7,,,0,,2018-03-02T06:48:09,2018-03-02T17:48:14,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with rain.,snow,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-03,5.1,1.1,2.9,1.5,-4.2,-1.5,1.7,92.11,95.52,,16.67,,,6.52,55.4,29.6,105.9,989.7,71.7,4.3,,,0,,2018-03-03T06:46:01,2018-03-03T17:49:57,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-04,8.9,3.2,6.2,6,0.6,3.2,4.9,92.11,41.89,,16.67,,,1,50,20.7,160,988.7,52.5,14.6,,,0,,2018-03-04T06:43:52,2018-03-04T17:51:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-05,7.8,4.5,6,4.5,1.8,2.9,5.1,93.64,3.77,,12.5,,,,50,24.3,155.5,987.3,60,12.4,,,0,,2018-03-05T06:41:43,2018-03-05T17:53:23,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-06,9.1,2.8,5.8,7.4,1.6,4.1,4,88.78,1.85,,8.33,,,,,15.5,192.8,988.1,72.7,17.2,,,0,,2018-03-06T06:39:34,2018-03-06T17:55:05,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-07,9.3,2.3,5.4,6.4,0.6,3.1,3.1,86.16,4.2,,12.5,,,,50,23,260.4,994.9,40.9,15.4,,,0,,2018-03-07T06:37:23,2018-03-07T17:56:47,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-08,9.4,4.3,6.5,6,-0.3,2.8,2.4,76.16,6.14,,12.5,,,,61.3,35.9,240.3,997.5,41.4,27.5,,,0,,2018-03-08T06:35:13,2018-03-08T17:58:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-09,9.2,3.1,6.3,6.8,1.5,4,5.5,94.67,4.62,,8.33,,,,46.4,21.5,132.8,1000.4,76.2,11,,,0,,2018-03-09T06:33:02,2018-03-09T18:00:10,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-10,11.5,5.5,9.3,11.5,4.6,8.1,8.3,93.22,4.72,,8.33,,,,40.7,23.2,177.2,994.5,68.7,9.6,,,0,,2018-03-10T06:30:50,2018-03-10T18:01:51,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-11,11.6,5.2,8.4,11.6,3.6,6.7,7.3,92.66,2.84,,12.5,,,,57.6,24.8,93.7,989.6,72.3,13.1,,,0,,2018-03-11T06:28:38,2018-03-11T18:03:32,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
southampton,2018-03-12,9.9,6.8,8.5,7.4,3.5,5.9,7.1,90.96,10.28,,16.67,,,,48.2,24.5,228.3,989.2,73.9,18.2,,,0,,2018-03-12T06:26:25,2018-03-12T18:05:13,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"38,620,999,990,387,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
